title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC alt JugendKulturhaus Gleis 1 Lohhof;wc-alt-jugendkulturhaus-gleis-1-lohhof;toilet;212;Bedingt Ã¶ffentliche Toilette in einer JugendfreizeitstÃ¤tte mit Euroschloss.;<p>Der S-Bahnhof Lohhof ist nicht barrierefrei zugÃ¤nglich. Das WC ist fÃ¼r 'Laufkundschaft' geeignet und kann von jeder/m genutzt werden. Man darf auch unter der Woche, falls das Haus geschlossen ist, den sehr netten Hausmeister anrufen: Herrn Jannucci 0151 42 21 83 77. Die EingangstÃ¼r zum JugendKulturHaus ist 95 cm breit, Anschlag links und Ã¶ffnet nach auÃŸen. Der TÃ¼rgriff ist in 110 cm HÃ¶he. Im folgenden Windfang ist gleich rechterhand dieses etwas Ã¤ltere behindertengerechte WC. Der â‚¬-SchlÃ¼ssel geht sehr schwer ins Schloss. Das neue ist im Untergeschoss (siehe eigenen Datensatz).</p>;1;482.889.481;115.828.943;41.527.718.013.729;85.114.965.340.083;47.560.142.591.499;16;Hollerner Weg;1;;85716;UnterschleiÃŸheim;;DE;089 3 10 53 89;;;"{""wc_shortname"":""ge-unters1WC5"",""wc_plan"":""ge-unters1WC5"",""wc_fotos"":""ge-unters1WC5f1"",""wc_location"":""<p>Die Rampe ist vor dem Haupteingang.<\/p>"",""wc_ramp_length"":""11"",""wc_ramp_incline"":""6% + 10"",""wc_infos"":"""",""wc_easy"":""Die Toilette ist gut.\r\nMan kann von vorn und von der linken Seite anfahren."",""wc_euro"":""1"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Das Waschbecken ist auf 80 cm unterfahrbar, wobei die Waschbeckenoberkante in 90 cm H\u00f6he ist. Der Spiegel \u00fcber dem Becken h\u00e4ngt ab einer H\u00f6he von 94 cm.<\/p>"",""wc_seat"":""55"",""wc_accessleft"":""95"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist hinter dem WC-Becken in 110 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-gm\/ge-unters1WC5f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;9/1/2018 11:26;21/08/2021 15:46
WC Com Viet OberschleiÃŸheim;wc-com-viet-oberschleissheim;toilet;212;HalbÃ¶ffentliche Toilette in einem Lokal.;<p>Die rollstuhlgerechte bzw. behindertengerechteToilette ist im Untergeschoss und mit einem Treppenlifter erreichbar.</p>;1;48.250.743;115.561.184;41.562.752.369.467;84.984.397.237.488;4.753.186.549.817;16;Dachauer Str.;5;;85764;OberschleiÃŸheim;;DE;089 376 75 95 12;;;"{""wc_shortname"":""convie1WC1"",""wc_plan"":""convie1WC1"",""wc_fotos"":""comvie1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das WC war bei unserem Besuch (Okt 2017) zum Putzmittelgro\u00dflager umfunktioniert.<\/p>"",""wc_easy"":""Die Toilette ist nur mit einem kleinen ( Schiebe- ) Rollstuhl\u00a0 benutzbar.\r\nDer WC-Sitz ist etwas hoch. \r\nMan kann nur von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""108"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""82"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Das Waschbecken ist auf 66 cm unterfahrbar, die Waschbeckenoberkante ist in 82 cm H\u00f6he.<\/p>"",""wc_seat"":""51"",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Was WC ist nur von vorn und evtl. von schr\u00e4g links anfahrbar. Der Sp\u00fcltaster ist an der Wand hinter dem WC-Becken in 92 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-af\/comvie1WC1f2.jpg"",""image"":""images\/wc-header\/comvie1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Schrank, WC-Becken, Waschbecken und Waschmaschine.."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""20""}";1;10/1/2018 10:03;21/08/2021 15:44
WC Sporthalle TSV SchleiÃŸheim, OberschleiÃŸheim;wc-sporthalle-tsv-schleissheim;toilet;212;HalbÃ¶ffentliche Toilette in einer Sportanlage.;<p>Der Vordereingang von die Jahnstr. 11 her, mit Rampe, ist nur bei Veranstaltungen geÃ¶ffnet. Ansonsten muss man zum Hintereingang und jemanden finden, der den Vordereingang von innen Ã¶ffnet. Die rollstuhlgerechte bzw. behindertengerechteToilette ist im Erdgeschoss.</p>;1;482.540.455;115.639.875;41.558.900.617.575;85.035.987.198.671;47.534.310.642.629;16;Jahnstr.;11;;85764;OberschleiÃŸheim;;DE;089 3 15 45 76;;;"{""wc_shortname"":""sp-obersc1WC2"",""wc_plan"":""sp-obersc1WC2"",""wc_fotos"":""sp-obersc1WC2f4, sp-obersc1WC2f1"",""wc_location"":""<p>Zum Vordereingang f\u00fchrt eine 10 m lange Rampe hinauf.<\/p>"",""wc_ramp_length"":""7"",""wc_ramp_incline"":""4,6"",""wc_infos"":""<p>Leider war die Toilette bei unserem Besuch im Oktober 2017 mit Putzutensilien vollgestellt, sodass man nicht seitlich anfahren konnte.<\/p>"",""wc_easy"":""Die Toilette ist gut.\r\nDer WC-Sitz ist zu hoch.\r\n"",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""98"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 83 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Kippspiegel ab Unterkante 106 cm. Um den Winkel zu ver\u00e4ndern, muss man am Rand anpacken.<\/p>"",""wc_seat"":""53"",""wc_accessleft"":""120"",""wc_accessright"":""65"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist an der Wand hinter dem WC-Becken etwas nach rechts versetzt in 108 cm H\u00f6he.\u00a0 Aus der Sitzposition gesehen h\u00e4ngt an der Wand rechts neben dem WC-Becken eine Notrufschnur bis auf 15 cm \u00fcber dem Boden.<\/p>""}";"{""image_small"":""images\/wc-nz\/sp-obersc1WC2f4.jpg"",""image"":""images\/wc-header\/sp-obersc1WC1f5.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;10/1/2018 18:37;21/08/2021 15:42
WC Rossmann Kirchheim;wc-rossmann-kirchheim;toilet;212;HalbÃ¶ffentliche Toilette im Kaufhaus.;<p>Der Haupteingang zum Rossmann ist barrierefrei durch eine 200 cm breite Automatik-SchiebetÃ¼r.</p>;1;48.161.752;117.570.289;41.604.923.573.971;86.591.614.899.521;47.465.917.843.174;16;Am Gangsteig;5;;85551;Kirchheim;;DE;089 94 38 42 77;;;"{""wc_shortname"":""ka-kirchh1WC1"",""wc_plan"":""ka-kirchh1WC1"",""wc_fotos"":""ka-kirchh1WC1f3, ka-kirchh1WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss. Am Eingang geht man ca. 20 m den rechten Gang entlang. Das WC ist dann auf der rechten Seite.<\/p>"",""wc_easy"":""Die Toilette ist gut.\r\nDer WC-Sitz ist\u00a0 hoch.\r\n"",""wc_euro"":""ka"",""wc_doorknob"":""106"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""108"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 83 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Kippspiegel. Den Kippwinkel kann man in 100 cm H\u00f6he verstellen.<\/p>"",""wc_seat"":""52"",""wc_accessleft"":""140"",""wc_accessright"":""160"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist hinter dem WC-Becken in 97 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-gm\/ka-kirchh1WC1f3.jpg"",""image"":""images\/wc-header\/ka-kirchh1WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""12""}";1;11/1/2018 14:44;21/08/2021 15:41
WC JUZ Kirchheim;wc-juz-kirchheim;toilet;212;HalbÃ¶ffentliche Toilette in einem Jugendzentrum.;<p>Am Haupteingang geht man links durch die TÃ¼r. Sie Ã¶ffnet auf 150 cm nach auÃŸen, der TÃ¼rgriff ist in 92 cm HÃ¶he. Eine Klingel in 145 cm HÃ¶he gibt es auch. An der TÃ¼r ist eine 3 cm hohe Schwelle.</p>;1;481.686.294;117.545.539;41.599.719.275.282;8.656.203.525.738;47.471.018.492.747;16;Hauptstr.;35;;85551;Kirchheim;;DE;089 9 03 40 41;;;"{""wc_shortname"":""ge-kirchh1WC"",""wc_plan"":""ge-kirchh1WC"",""wc_fotos"":""ge-kirchh1WC1f3, ge-kirchh1WC1f4"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss. Bei unserem Besuch im Oktober 2017 war das WC sehr voll gestellt. Daher empfielt sich ein Anruf vor dem Besuch. Bei unserem Besuch 2018 war in der Anfahrstzone ein Regal aufgetaucht, sodass der Platz im WC nun extrem eng ist.<\/p>"",""wc_easy"":""Die Toilette ist sehr eng. \r\nDie Toilette ist nur mit einem kleinen ( Schiebe- ) Rollstuhl\u00a0 benutzbar.\r\nMan kann den WC-Sitz nur von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Das Waschbecken ist auf 75 cm unterfahrbar, die Waschbeckenoberkante ist in 88 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Kippspiegel ab Unterkante 120 cm. Um den Winkel zu ver\u00e4ndern, muss man am Rand anpacken. Rechts neben den Waschbecken ist ein fester Haltegriff montiert.<\/p>"",""wc_seat"":""52"",""wc_accessleft"":"""",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Der Sp\u00fcltaster ist an der Wand links neben dem WC-Becken in 109 cm H\u00f6he.<\/p>""}";"{""image_small"":""images\/wc-gm\/ge-kirchh1WC1f3.jpg"",""image"":""images\/wc-header\/ge-kirchh1WC1f3q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""17""}";1;11/1/2018 15:25;21/08/2021 15:38
WC Limmerhof Taufkirchen;wc-limmerhof-taufkirchen;toilet;212;HalbÃ¶ffentliche Toilette in einem Lokal.;<p>Der Zugang zum Limmerhof ist barrierefrei durch eine AutomatiktÃ¼re am Haupteingang.</p>;1;480.493.562;11.616.101.829.854.300;4.171.722.170.014;85.755.342.904.884;47.382.462.211.815;16;MÃ¼nchener Str. ;43;;82024;Taufkirchen;;DE;089 61 43 20;;;"{""wc_shortname"":""limmer1WC1"",""wc_plan"":""limmer1WC1"",""wc_fotos"":""limmer1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Kellergeschoss. Der Aufzug dorthin hat die Ma\u00dfe 130x190 cm. Die Aufzugt\u00fcr \u00f6ffnet auf 115 cm.<\/p>"",""wc_easy"":""In dieser Toilette kann man den WC-Sitz nur von vorn anfahren.\r\nDer WC-Sitz ist zu hoch."",""wc_euro"":""ka"",""wc_doorknob"":""108"",""wc_doortaster"":"""",""wc_dooropens"":""ir"",""wc_doorautopen"":""nz"",""wc_door_width"":""93"",""wc_room_diameter"":""140"",""wc_roominfos"":""<p>Das Waschbecken ist auf 78 cm unterfahrbar, die Waschbeckenoberkante in 89 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 104 cm. Rechts neben den Waschbecken ist ein fester und links ein beweglicher B\u00fcgel montiert.<\/p>"",""wc_seat"":""52"",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""<p>Leider ist das WC so gebaut, dass man trotz des verf\u00fcgbaren Platzes nur von vorn an das WC-Becken heranfahren kann. Auf beiden Seiten ist jeweils weniger als 50 cm Platz.<\/p>""}";"{""image_small"":""images\/wc-gm\/limmer1WC1f2.jpg"",""image"":""images\/wc-header\/limmer1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""12"",""2"":""20""}";1;;21/08/2021 15:37
WC CafÃ© Kistenpfennig Ismaning;wc-cafe-kistenpfennig-ismaning;toilet;212;HalbÃ¶ffentliche Toilette in einem Lokal.;Der Zugang Kistenpfennig ist barrierefrei durch eine AutomatiktÃ¼re am Haupteingang, die auf 200 cm Ã¶ffnet.;1;48.230.938;1.168.864;41.559.071.637.725;85.978.770.738.428;475.171.987.225;16;Osterfeldstr.;43;;85737;Ismaning;;DE;089 94 00 33 35;;;"{""wc_shortname"":""kisten1WC1"",""wc_plan"":""kisten1WC1"",""wc_fotos"":""kisten1WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss und ist gleichzeitig das Damen-WC."",""wc_easy"":""Die Toilette ist gut.\r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren."",""wc_euro"":""0"",""wc_doorknob"":""106"",""wc_doortaster"":"""",""wc_dooropens"":""ir"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 75 cm unterfahrbar, die Waschbeckenoberkante ist in 85 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt sehr hoch ein Spiegel ab Unterkante 145 cm."",""wc_seat"":""49"",""wc_accessleft"":""85"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Der Sp\u00fcltaster ist hinter dem WC-Becken an der Wand in 100 cm H\u00f6he. Aus der Sitzposition gesehen h\u00e4ngt links eine Notrufschnur bis auf 23 cm \u00fcber dem Boden.""}";"{""image_small"":""images\/wc-gm\/kisten1WC1f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":""100%"",""height"":""auto""}";"{""0"":""7"",""1"":""11""}";1;;26/07/2021 09:03
WC Osterfeldhalle Ismaning mit Dusche ;wc-mit-dusche-osterfeldhalle-ismaning;toilet;212;Nicht-Ã¶ffentliche Toilette mit Dusche in einer Sportanlage.;Es sind zwei BehindertenparkplÃ¤tze ausgewiesen.;1;482.306.387;11.679.481.210.771.600;41.560.688.565.328;85.912.839.522;47.516.977.029.568;16;Oskar-Messter-Str.;2;;85737;Ismaning;;DE;089 9 60 90 01 80;;;"{""wc_shortname"":""sp-ismani1WC1"",""wc_plan"":""sp-ismani1WC1"",""wc_fotos"":""sp-ismani1WC1f2, sp-ismani1WC1f3"",""wc_location"":""Links vom Eingang ist eine Rampe mit einseitigem Handlauf, die die vier Stufen am Eingang \u00fcberbr\u00fcckt. Am Eingang \u00f6ffnen zwei Doppelfl\u00fcgelt\u00fcren, die nebeneinander sind auf je 2x90 cm nach au\u00dfen Die T\u00fcrgriffe sind ab 90 cm H\u00f6he. Im Geb\u00e4ude gleich links ist das B\u00fcro des sehr freundlichen Hausmeisters."",""wc_ramp_length"":""13"",""wc_ramp_incline"":""6"",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss, vom Eingang aus gesehen auf der rechten Seite."",""wc_easy"":""In der Toilette ist eine Dusche.\r\nDer WC-Sitz ist etwas hoch. \r\nMan kann den WC-Sitz nur von der rechten Seite anfahren."",""wc_euro"":""0"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ir"",""wc_doorautopen"":""nz"",""wc_door_width"":""106"",""wc_room_diameter"":""130"",""wc_roominfos"":""Leider \u00f6ffnet die WC-T\u00fcr nach innen, was die Anfahrm\u00f6glichkeiten sehr einschr\u00e4nkt.<br \/>Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 86 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 142 cm. Im Eck zwischen Wasch- und WC-Becken ist eine bodengleiche Dusche."",""wc_seat"":""51"",""wc_accessleft"":"""",""wc_accessright"":""130"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""An der Wand hinter dem WC-Becken, direkt unter dem rechten, beweglichen B\u00fcgel ist in 50 cm H\u00f6he ein Sp\u00fclknopf.""}";"{""image_small"":""images\/wc-nz\/sp-ismani1WC1f2.jpg"",""image"":""images\/wc-header\/sp-ismani1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""8"",""4"":""20""}";1;;26/07/2021 09:08
WC Gemeindebibliothek Ismaning;wc-gemeindebibliothek-ismaning;toilet;212;HalbÃ¶ffentliche Toilette in einer Bildungseinrichtung.;;1;482.223.347;116.772.697;41.567.763.909.142;85.910.735.574.956;47.510.825.700.292;16;MÃ¼hlenstr.;17;;85737;Ismaning;;DE;089 96 20 92 41;;;"{""wc_shortname"":""li-ismani1WC1"",""wc_plan"":""li-ismani1WC1"",""wc_fotos"":""ge-ismani1biblWCf3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss hinter der Infotheke am Eingang."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""0"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""106"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 76 cm unterfahrbar, die Waschbeckenoberkante ist in 85 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 92 cm."",""wc_seat"":""44"",""wc_accessleft"":""100"",""wc_accessright"":""104"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann entweder im rechten B\u00fcgel oder hinter dem WC-Becken an der Wand in 97 cm H\u00f6he ausgel\u00f6st werden.""}";"{""image_small"":""images\/wc-gm\/ge-ismani1biblWCf2.jpg"",""image"":""images\/wc-header\/ge-ismani1biblWCf1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;;26/07/2021 09:04
WC McDonald's Ismaning;wc-mcdonald-s-ismaning;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Der Zugang zum Lokal und somit auch zum rollstuhlgerechten WC ist barrierefrei.;1;482.286.645;116.859.654;4.156.131.931.742;8.596.318.956.503;47.515.514.697.765;16;Robert-BÃ¼rkle-Str.;1;;85737;Ismaning;;DE;089 96 04 88 03;;;"{""wc_shortname"":""mcdona6WC1"",""wc_plan"":""mcdona6WC1"",""wc_fotos"":""mcdona6WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Erdgeschoss."",""wc_easy"":""Die Toilette ist sehr gut.\r\nDer WC-Sitz ist etwas hoch."",""wc_euro"":""0"",""wc_doorknob"":""107"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""94"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 82 cm H\u00f6he. Der Kippwinkel des Spiegels \u00fcber dem Waschbecken kann an einer Kurbel in 119 cm H\u00f6he ver\u00e4ndert werden."",""wc_seat"":""50"",""wc_accessleft"":""97"",""wc_accessright"":""93"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann in beiden B\u00fcgeln ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt links eine Notrufschnur bis auf 113 cm \u00fcber dem Boden.""}";"{""image_small"":""images\/wc-gm\/mcdona6WC1f1.jpg"",""image"":""images\/wc-header\/mcdona6WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;;26/07/2021 09:06
WC TIAN Restaurant;wc-tian;toilet;191;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Das Lokal ist fast barrierefrei (Ã¼ber eine 4,5 cm hohe Stufe, fast noch Schwelle) zugÃ¤nglich.;1;481.341.963;115.755.446;41.654.501.729.209;85.319.144.406.008;47.445.474.195.856;16;Frauenstr.;4;;80469;MÃ¼nchen;;DE;089 8 85 65 67 12;;;"{""wc_shortname"":""tianxx1WC"",""wc_plan"":""tianxx1WC"",""wc_fotos"":""tianxx1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte bzw. rollstuhlgerechte Toilette befindet sich im Untergeschoss. Der Aufzug dorthin, Modell geradeaus durch, hat die Kabinenma\u00dfe 100x210 cm, die Aufzugt\u00fcr ist 90 cm breit. Das WC wird vom Tian und dem Hotel rechts neben dem Tian genutzt. Wenn man vom Untergeschoss wieder hochfahren m\u00f6chte, dann \u00f6ffnet im Erdgeschoss nur die Aufzugt\u00fcr zur Hotelseite. Man kann nicht direkt ins Lokal zur\u00fcck. Entweder das Personal an der Rezeption ruft im Lokal an und man wird abgeholt durch den Aufzug, oder man geht vorne zum Hotel raus und zum Tian wieder rein, oder man legt den WC-Besuch so, das man gleich anschlie\u00dfend geht."",""wc_easy"":""Die Toilette ist sehr gut.\r\n"",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":""80"",""wc_dooropens"":""nz"",""wc_doorautopen"":""al"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 71 cm unterfahrbar, die Waschbeckenoberkante ist in 81 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 85 cm."",""wc_seat"":""49"",""wc_accessleft"":""90"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann im linken B\u00fcgel und hinter dem WC-Becken in 108 cm H\u00f6he ausgel\u00f6st werden. Bei unserem Besuch im Oktober 2016 war der Sp\u00fclknopf im B\u00fcgel defekt. Aus der Sitzposition gesehen h\u00e4ngt rechterhand eine Notrufschnur bis auf 32 cm \u00fcber dem Boden. Hinter dem WC-Becken ist ganz vorschriftsm\u00e4\u00dfig eine R\u00fcckenlehne angebracht. Aber da die Klobrille mit einem Deckel versehen ist, ist die R\u00fcckenlehne f\u00fcr die Katz.""}";"{""image_small"":""images\/wc-nz\/tianxx1WC1f1.jpg"",""image"":""images\/wc-header\/tianxx1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""1"",""1"":""4"",""2"":""11"",""3"":""12""}";1;;28/05/2021 14:41
WC Balan Deli;wc-balan-deli;toilet;205;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Das WC ist nicht direkt beim Lokal, sondern im Hauseingang 31E daneben. Die HautÃ¼r Ã¶ffnet nach auÃŸen auf 100 cm und ist links angeschlagen. Der TÃ¼rgriff ist in 110 cm HÃ¶he. Am Eingang ist flache Stufe von 3,5 cm.;0;481.179.162;116.024.664;41.663.692.278.051;8.554.196.866.599;47.433.390.788.845;16;Balanstr.;73 Haus 31;;81541;MÃ¼nchen;;DE;089 22 84 66 40;;;"{""wc_shortname"":""baland1WC1"",""wc_plan"":""baland1WC1"",""wc_fotos"":""baland1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Sobald man im Foyer steht, sieht man geradeaus eine T\u00fcr mit folgender Beschriftung: 'T\u00fcren geschlossen halten'. Diese \u00f6ffnet auf 93 cm nach au\u00dfen und ist rechts angeschlagen. Der T\u00fcrgriff ist in 93 cm H\u00f6he. Nach dieser T\u00fcr steht man in einem Vorraum mit drei T\u00fcren, alle nicht beschriftet. Das rollstuhlgerechte WC ist hinter der 1. T\u00fcr auf der linken Seite."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""93"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 63 cm unterfahrbar, die Waschbeckenoberkante ist in 81 cm H\u00f6he. \u00dcber dem Becken h\u00e4ngt ein Spiegel ab Unterkante 90 cm. Das Licht wird per Bewegungssensor geregelt."",""wc_seat"":""48"",""wc_accessleft"":""100"",""wc_accessright"":""85"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die WC-Sp\u00fclung ist in beiden B\u00fcgeln und an der Wand hinter dem WC m\u00f6glich. Aus der Sitzposition gesehen h\u00e4ngt linkerhand eine Notrufschnur bis auf 60 cm \u00fcber dem Boden. Hinter dem WC-Becken ist vorschriftsm\u00e4\u00dfig eine R\u00fcckenhehne, die aber nicht genutzt werden kann, da der WC-Deckel dies verhindert. Die Toilette w\u00fcrde sehr gewinnen, wenn man den Deckel abmontieren w\u00fcrde.""}";"{""image_small"":""images\/wc-af\/baland1WC1f3.jpg"",""image"":""images\/wc-header\/baland1WC1f1q.jpg"",""alt"":"""",""caption"":""Eingang zu der behindertengerechten Toilette neben Balan Deli."",""width"":""100%"",""height"":""auto""}";"{""0"":""1"",""1"":""4"",""2"":""11""}";1;;28/05/2021 14:39
